/home/nour.shaheen/Downloads/img_align_celeba/img_align_celeba/164183.jpg,"The person in the image is a young woman with a smile on her face. She has a heart-shaped face, and her eyes are large and expressive. Her nose is small, and her lips are full and thick. She is wearing glasses, and her hair is blonde. The woman is described as a young adult, which suggests that she is likely in her late teens or early twenties."
/home/nour.shaheen/Downloads/img_align_celeba/img_align_celeba/117121.jpg,"The person in the image is a young man with a beard, wearing sunglasses. He has a long, curly beard, which is a distinguishing feature. The man is also wearing a black shirt. His eye shape is described as being ""very big,"" which could indicate that he has large, expressive eyes. The nose is described as being ""very wide,"" and the man is described as having a ""very big nose."" The man's ear shape is described as being ""very small,"" and he is wearing sunglasses. The image does not provide enough information to determine the man's race, gender, or age. However, it is clear that he is a young man with a distinctive appearance."
/home/nour.shaheen/Downloads/img_align_celeba/img_align_celeba/093204.jpg,"The person in the image is a young man, possibly a teenager or a young adult, with a strong jawline and a well-defined chin. He has a small nose, a thin upper lip, and a wide lower lip. His facial shape is oval, and he has a small nose. The young man is wearing glasses and has a beard. He is also wearing a necklace. The image is in black and white, which adds a timeless and classic feel to the portrait."
/home/nour.shaheen/Downloads/img_align_celeba/img_align_celeba/022377.jpg,"The person in the image is a man, and he is wearing a suit and tie. His eye shape is described as being large, and he has a small nose. The man's nose is wide, and his mouth is open. He is wearing glasses, and his hair appears to be dark. The man is standing in front of a microphone, which suggests that he might be a speaker or a presenter. The image does not provide enough information to determine the man's age, race, or gender. However, it is evident that he is a well-dressed individual, possibly a professional or a public figure."
/home/nour.shaheen/Downloads/img_align_celeba/img_align_celeba/120168.jpg,"The person in the image is a beautiful blonde woman with long hair. She has blue eyes, a small nose, a wide nose, a thin nose, and a thin mouth. Her facial shape is wide, and her eyes are large. She is wearing a black dress and is posing for a picture. The woman is described as a young adult, but her exact age cannot be determined from the image."
/home/nour.shaheen/Downloads/img_align_celeba/img_align_celeba/109894.jpg,"The person in the image is a man with a bald head, wearing glasses. He has a prominent nose, which is large and wide, and his eyes are described as being small and close together. The man is also wearing a black jacket and a white shirt. The image does not provide enough information to determine the man's race, age, or whether he is a child, teenager, young adult, or elderly. However, the man is described as being bald, which suggests he might be older."
/home/nour.shaheen/Downloads/img_align_celeba/img_align_celeba/010812.jpg,"The person in the image is a young woman, possibly a teenager, with a beautiful face. She has large, expressive eyes, a small nose, and a thin, straight nose. Her lips are full and pouty, and her facial shape is oval. Her hair is dark, and she is wearing a bikini. The woman is sitting in a bathtub, which suggests that she is in a relaxed and comfortable setting. Based on these details, it is likely that she is a young adult or a teenager."
/home/nour.shaheen/Downloads/img_align_celeba/img_align_celeba/010460.jpg,"The person in the image is a man with a beard, wearing a baseball cap. He has a smiling expression on his face, and his eyes are described as being ""very big"" and ""very small."" His nose is described as being ""very small"" and ""very big."" The man is wearing a baseball cap, which is a baseball-style cap with a flat brim. The man is also wearing a blue shirt. The image does not provide enough information to determine the man's age, race, or gender with certainty."
/home/nour.shaheen/Downloads/img_align_celeba/img_align_celeba/148353.jpg,"The person in the image is a young woman with a heart-shaped face, wearing glasses. She has a small nose, wide nostrils, and a thin upper lip. Her facial shape is oval, and she has a small chin. Her hair is dark, and she is wearing a black jacket. The woman is smiling, which indicates that she is happy or content. Based on these details, it is not possible to definitively determine her age, but she appears to be a young adult or a young woman."
/home/nour.shaheen/Downloads/img_align_celeba/img_align_celeba/194745.jpg,"The person in the image is a young man, possibly a teenager or young adult, with a distinctive facial shape and features. He has a large nose, a wide mouth, and a small chin. His eyes are described as being large and brown, and he is wearing a hat. The young man is also wearing glasses, which adds to his overall appearance. His facial shape and features suggest that he may have a strong Asian or Mediterranean ethnicity."
/home/nour.shaheen/Downloads/img_align_celeba/img_align_celeba/156694.jpg,"The person in the image is a young man with a large nose, a small mouth, and a goofy expression. He has a thin, straight nose, and his eyes are wide open, suggesting that he might be surprised or engaged in a conversation. The young man is wearing glasses, and his hair is blonde. He is not wearing any other accessories or visible facial hair. The image does not provide enough information to determine the person's race, gender, or age. However, it is clear that the person is a young man, possibly a teenager or a young adult."
/home/nour.shaheen/Downloads/img_align_celeba/img_align_celeba/125636.jpg,"The person in the image is a young woman with a smile on her face. She has a heart-shaped face, and her eyes are large and expressive. Her nose is small and narrow, and her lips are full and pink. Her facial shape is oval, and her hair is blonde. She is wearing a pink sweater, and her smile suggests that she is happy or enjoying herself. The image does not provide enough information to determine her age, but she appears to be a young adult or a teenager."
/home/nour.shaheen/Downloads/img_align_celeba/img_align_celeba/096928.jpg,"The person in the image is a young woman with long, dark hair. She has a heart-shaped face, a small nose, and a wide mouth. Her eyes are large and expressive, and she is wearing a necklace. Her facial shape and width, as well as her hair type, suggest that she is a young adult. The image does not provide enough information to determine her race or gender."
/home/nour.shaheen/Downloads/img_align_celeba/img_align_celeba/027429.jpg,"The person in the image is a man with a bald head and a beard. He has a large nose, a wide mouth, and a thick, bushy eyebrow. The man is wearing glasses and has a mustache. He is described as a young man, but it is not possible to determine his exact age or whether he is a child, a teenager, a young adult, an adult, or an elderly person. The image does not provide enough information to accurately determine his age or stage of life."
